Monto,Cantidad,ITBIS,Descuento
38993.73,17,817.3,345.66
35157.03,3,147.89,282.82
9517.54,13,118.94,233.22
8996.14,10,219.95,249.6
17738.03,13,677.87,189.02
40471.35,3,251.36,396.73
33736.16,6,410.83,430.52
30662.11,1,806.87,27.13
2405.2,5,237.08,182.67
16364.2,7,940.63,496.58
3694.02,12,244.35,260.68
8364.6,2,856.63,398.72
26552.83,10,889.52,128.0
28633.79,16,684.66,26.65
42720.77,2,159.78,413.01
33198.73,15,258.29,158.46
43087.31,10,651.41,260.29
40381.11,3,718.48,451.94
48655.42,15,295.96,305.12
22956.83,1,844.2,449.55
5404.66,5,608.38,256.35
10076.93,7,991.53,314.25
35945.49,10,10.24,488.49
30814.61,13,280.27,6.55
38008.74,13,521.64,246.91
44738.9,12,245.73,243.97
5962.32,7,976.14,179.3
36618.53,14,919.16,241.01
26258.88,3,982.97,490.71
29756.34,17,411.33,97.11
35473.77,17,238.43,193.51
46192.04,1,154.71,246.92
2108.32,19,264.55,4.03
7342.17,15,871.59,11.1
34265.26,13,569.28,141.46
43622.55,18,346.34,494.98
33763.35,6,847.15,456.21
33465.93,11,378.06,184.76
33711.77,15,833.48,476.99
2892.55,10,161.56,426.27
16245.93,12,56.86,200.32
7350.37,10,595.08,260.36
4535.59,4,536.75,189.84
26141.47,19,492.07,242.2
47504.38,5,72.56,217.16
39189.55,3,616.75,389.2
39779.72,4,742.36,445.58
47047.53,15,590.44,465.39
44171.15,8,992.96,484.97
7205.11,7,36.46,113.31
28441.0,3,685.84,154.41
1587.67,13,612.86,69.4
17288.19,14,660.08,20.8
49758.12,3,474.14,258.19
1947.29,13,721.11,442.66
37626.71,10,125.68,134.35
44823.27,7,189.5,281.52
9332.28,9,724.06,408.75
17230.27,8,307.7,380.51
25271.38,19,379.37,425.7
36526.29,9,101.42,397.07
17228.24,18,875.08,106.41
22149.41,17,86.63,419.62
36862.43,16,872.22,195.47
38083.25,1,428.8,275.91
3269.97,1,262.02,124.33
17227.89,1,148.7,203.35
25745.83,15,621.28,154.6
29936.69,4,413.44,384.23
46131.01,17,971.05,423.88
35654.5,17,499.58,136.98
15348.36,1,558.91,91.49
7604.29,2,911.04,80.2
49383.83,5,722.28,210.34
34576.5,18,49.58,289.52
37205.3,1,729.55,154.94
3709.0,8,342.42,155.29
17543.61,3,863.84,186.8
27892.73,4,252.62,190.38
23290.37,7,924.67,462.86
17039.69,3,188.94,301.68
20088.05,12,654.85,45.7
47007.23,1,724.83,468.71
26866.77,10,792.19,334.48
33938.42,2,904.49,194.06
35745.69,7,87.32,470.72
20477.89,16,73.66,338.5
11479.5,10,334.23,204.52
9734.11,12,292.72,69.35
16650.88,19,135.53,383.03
18767.47,14,966.12,137.39
33483.36,4,49.35,14.15
30782.83,16,268.67,160.21
18715.85,14,558.56,148.11
41298.25,2,115.2,37.35
16201.87,3,976.45,118.66
23760.52,9,119.22,414.25
6148.37,18,76.24,178.25
27468.14,9,452.85,42.23
41639.3,17,872.31,439.7
7314.48,5,92.32,298.07
15082.67,18,109.36,477.37
17875.79,12,299.37,166.07
15292.54,19,148.35,303.78
29953.63,16,87.64,397.53
40139.94,12,948.3,326.45
10322.91,19,87.1,229.64
3767.78,7,477.49,215.22
31494.31,2,73.14,209.94
44087.93,1,985.81,367.6
28080.44,1,205.18,258.3
30172.66,2,616.97,478.7
15521.48,5,643.26,269.51
40250.92,6,552.16,471.18
7159.13,18,765.96,72.46
2202.56,5,60.76,232.57
45623.77,16,214.72,423.69
20875.03,16,944.73,348.31
14286.43,11,950.11,26.77
17547.92,8,892.19,40.18
12621.62,13,955.24,38.74
38157.43,16,156.69,33.28
7903.57,15,673.67,433.92
29301.14,19,643.61,360.33
4577.74,11,615.6,470.68
16879.93,18,912.02,376.13
32651.75,17,459.26,22.46
14202.98,16,906.34,140.93
5855.07,5,391.92,489.84
35393.71,5,281.62,320.89
48780.18,12,494.52,303.06
33856.7,9,523.78,6.26
13159.91,3,473.15,314.64
6755.83,11,64.04,453.47
44003.61,13,677.7,28.11
43906.59,1,487.08,374.76
26199.2,6,965.93,362.51
2719.39,8,714.86,338.82
2742.63,10,805.8,58.34
24385.89,5,508.03,67.2
19648.96,3,66.77,386.19
3484.59,9,230.22,458.8
45270.74,8,817.91,338.95
24325.65,5,603.81,286.59
21333.11,5,850.46,113.47
14601.19,13,142.61,92.81
23086.15,9,986.68,453.86
48740.96,11,86.07,72.18
10012.57,5,326.94,257.82
6574.55,13,338.61,466.57
46010.37,19,274.92,116.08
13936.6,14,799.11,249.84
30167.94,3,798.64,417.79
16054.68,6,679.05,335.04
23437.21,14,27.77,242.42
48869.82,15,384.9,62.6
33642.95,12,488.07,481.19
28830.8,7,894.92,253.9
14773.18,14,155.6,207.67
48486.84,7,592.92,318.3
1602.46,13,276.45,290.92
39505.58,6,279.34,22.8
3263.42,15,360.5,452.19
49049.01,8,263.46,72.55
18498.86,15,58.18,490.94
19839.52,1,831.18,251.31
29001.33,19,130.73,158.77
2101.58,19,769.18,163.34
49627.34,4,445.52,330.18
16111.05,10,738.36,127.49
46020.45,17,318.78,404.62
14640.7,13,796.17,344.47
48444.65,1,891.24,121.76
19694.34,1,307.82,98.16
42001.02,15,393.38,43.47
23157.19,17,251.58,425.56
10048.66,2,946.57,104.25
4811.08,14,208.96,196.43
28771.21,8,74.43,61.54
26507.03,12,173.74,79.8
25815.94,4,674.02,0.9
23048.72,16,660.86,493.63
48414.65,10,933.79,308.33
41678.57,8,689.44,228.01
927.23,8,982.01,414.89
8825.84,14,41.98,281.99
2861.19,16,701.57,387.44
6838.27,15,435.54,121.12
20573.96,9,985.92,112.91
25520.98,9,679.63,344.76
48478.72,6,751.23,45.74
23197.14,2,864.44,41.35
26032.7,12,859.85,392.07
19783.77,14,247.77,148.83
18973.08,5,925.34,200.48
21875.53,13,982.56,134.73
24736.92,16,667.47,82.16
4074.76,5,807.9,483.02
5547.39,10,367.7,64.55
4802.27,13,442.17,296.39
11194.44,11,54.68,383.33
41510.7,16,761.83,401.6
34739.32,13,965.4,331.07
10550.44,3,660.86,87.37
36587.72,6,145.57,401.97
36346.31,6,230.64,75.25
4195.05,17,950.23,23.46
37873.63,14,201.36,372.78
45060.25,19,136.72,49.34
13560.52,15,187.0,433.97
45037.26,13,530.93,2.15
10838.65,7,622.74,467.48
18619.68,18,988.57,238.04
9232.69,7,162.0,379.43
24843.56,5,382.22,266.19
49523.55,2,360.73,321.74
34640.93,15,976.58,279.4
30656.87,12,951.43,163.72
25663.15,18,119.51,125.8
4384.88,2,898.5,497.27
42987.53,18,921.5,262.03
33655.91,7,539.97,9.66
104.37,6,534.09,455.47
33629.01,3,976.62,112.36
15579.11,14,805.18,257.44
24907.35,3,343.56,141.91
2904.33,19,750.57,413.82
22850.16,14,199.37,166.83
1903.28,4,883.44,199.84
19312.95,10,32.13,355.14
23686.44,11,735.8,253.06
22083.97,2,397.21,400.85
24280.88,4,464.01,61.03
12859.84,15,955.87,220.63
45074.49,6,468.51,91.21
16895.18,1,379.46,91.53
7261.0,13,929.35,73.23
12271.13,7,578.77,5.1
11704.52,7,968.53,341.53
32036.21,2,267.71,391.34
13627.84,14,37.35,184.3
23538.06,11,408.15,143.27
31343.02,10,231.85,384.32
7993.76,17,706.88,3.42
33128.65,7,91.4,494.26
38366.06,1,538.49,352.52
2710.8,11,736.61,180.52
42095.68,14,859.27,144.65
45546.99,7,586.6,12.55
40944.75,19,503.3,274.24
27695.9,14,623.71,244.5
12932.13,16,772.92,162.54
28138.22,4,672.69,92.77
37689.13,2,865.57,76.63
24701.59,18,873.03,428.63
43275.02,12,234.78,481.64
4846.32,8,56.33,330.94
5819.49,18,29.01,160.66
24682.41,19,752.96,30.73
31215.65,7,133.94,95.81
40569.3,17,318.56,326.77
14774.06,12,877.3,296.97
39405.98,2,251.08,384.73
31357.4,9,585.54,221.45
33502.38,2,614.45,78.9
46886.41,1,764.31,453.9
7840.95,10,790.47,256.52
27627.19,7,814.35,498.94
24775.35,4,829.63,342.73
14279.72,12,263.93,272.46
6613.63,17,234.52,477.61
23836.19,14,414.04,224.72
45996.03,11,244.34,258.5
46860.67,4,46.65,232.38
23020.99,4,944.69,335.34
11791.22,19,56.53,223.73
15447.44,3,837.83,165.59
2855.64,1,306.5,51.15
25403.94,5,333.93,409.9
6622.23,2,962.07,423.7
46161.66,12,88.78,356.41
268.04,8,751.26,455.81
24265.95,1,276.05,197.11
32034.34,4,188.32,365.98
22207.26,5,451.46,330.78
38036.95,7,439.89,88.06
944.78,5,74.38,443.33
36543.55,4,733.38,65.03
11500.35,11,276.86,334.55
23402.31,18,729.28,447.69
16997.89,12,890.8,209.69
37042.63,18,886.62,199.09
17426.59,18,477.44,153.88
23033.89,6,735.26,450.26
25397.28,7,933.0,494.57
13420.47,14,965.94,169.97
21338.27,9,988.54,35.01
18777.71,8,219.53,171.89
48215.12,18,425.65,257.74
40744.51,17,277.82,489.46
26096.56,1,705.8,142.06
49161.32,16,70.9,6.83
47613.24,9,414.41,70.43
28834.71,2,363.72,438.19
45274.25,2,192.77,154.39
49646.88,1,360.75,432.29
29440.32,8,50.82,472.6
4544.78,5,405.96,234.97
34112.36,19,712.7,217.92
47166.78,14,371.67,341.19
32701.8,19,330.73,101.6
30547.95,17,854.27,116.82
27488.13,2,262.15,119.44
9248.08,15,215.89,206.09
26793.56,8,300.78,8.54
31315.85,17,848.52,73.33
27767.83,5,239.25,262.82
16467.69,12,244.37,151.43
17890.11,18,402.96,305.65
17510.02,1,666.72,476.79
6414.85,17,533.29,63.22
38696.5,7,708.18,174.91
32825.75,19,453.82,403.2
12785.7,1,263.34,316.35
19653.17,2,177.36,149.65
32704.99,12,389.73,198.55
45463.64,18,699.27,442.48
10913.59,10,899.47,237.14
342.35,4,612.27,499.75
28716.92,4,515.37,374.53
31656.64,7,510.57,143.27
14595.4,15,696.34,20.79
15478.19,12,756.49,378.17
16005.11,10,709.8,22.07
8571.77,5,658.29,421.51
6955.75,9,35.18,372.99
49466.78,17,248.81,255.58
22789.75,9,166.32,354.5
41454.03,17,276.99,372.95
41367.61,15,683.32,383.36
39822.54,6,27.41,350.52
47417.03,3,825.63,212.9
21813.14,6,843.91,346.34
42687.85,16,485.31,135.6
39332.6,18,228.33,281.85
14956.38,5,751.18,456.8
38796.56,11,872.11,454.96
9217.61,9,306.87,229.22
24098.24,5,833.93,277.55
45556.44,19,163.65,439.89
962.84,6,305.78,64.34
20864.59,18,244.24,396.64
45396.23,6,683.67,0.66
15342.05,4,404.28,163.77
34040.72,6,112.78,344.47
49694.85,7,359.75,213.82
14447.62,18,346.3,417.33
9421.92,4,184.7,336.78
9797.24,12,539.6,92.06
17757.8,18,745.56,167.91
49004.53,4,56.73,291.56
38825.18,4,223.4,461.62
25072.63,14,970.58,6.93
15471.61,2,729.13,322.21
23353.66,1,925.1,159.26
43982.95,16,237.64,210.97
9910.19,18,520.68,152.36
750.02,7,686.87,112.97
10384.3,17,600.26,222.25
15355.73,9,862.66,112.14
45320.91,11,436.97,100.7
43193.65,8,68.85,89.39
24624.34,16,740.21,439.12
24298.55,2,969.42,37.72
42480.48,12,263.79,8.06
529.61,7,346.54,395.22
46863.27,11,718.76,377.87
44653.03,16,774.29,185.49
3213.78,15,566.93,489.72
49715.32,1,626.01,381.59
25468.43,5,765.36,277.44
1173.84,15,712.04,367.73
17183.79,11,98.55,462.87
48393.32,4,866.23,218.49
46611.48,19,400.5,255.78
15272.54,5,106.16,70.14
39957.45,1,40.05,212.66
36291.8,15,169.91,259.36
10250.62,4,464.14,402.72
31503.44,10,668.86,450.87
28887.68,3,805.03,261.54
26257.64,1,465.35,267.64
40214.32,10,613.2,385.35
12975.06,4,163.2,13.09
38526.74,12,920.96,444.36
12648.17,17,611.1,20.05
21239.72,5,84.76,166.03
45854.64,5,561.06,425.5
48800.35,14,750.84,470.64
39254.48,18,576.8,283.45
27658.09,14,565.66,369.22
12567.76,2,554.91,156.51
14903.75,5,424.99,411.05
43318.42,13,929.77,16.33
22003.95,4,441.16,82.27
15954.36,17,617.16,480.71
37821.75,2,667.45,31.04
36400.6,8,946.87,323.0
31718.32,12,158.51,254.36
19047.54,10,522.6,487.13
20375.46,15,495.15,471.5
10791.79,17,830.8,359.0
38999.76,16,180.74,385.65
27782.9,12,154.66,387.58
12184.1,1,624.68,252.1
34799.75,17,859.03,106.86
989.56,12,259.67,444.29
1777.53,11,903.31,401.16
44141.93,5,918.99,399.39
38657.13,5,194.99,214.44
15123.17,14,537.31,96.95
41601.28,17,915.37,324.78
45928.09,3,817.22,459.78
9577.77,4,172.09,67.07
34333.41,5,602.39,123.32
8562.24,19,752.52,239.57
8935.77,19,919.35,421.04
49316.87,5,56.13,409.08
20071.55,14,732.7,149.06
7077.66,9,236.88,50.06
31107.6,6,218.72,496.98
7169.56,13,802.64,28.91
23471.98,18,933.67,42.77
40523.86,18,715.34,143.01
48789.07,1,246.69,161.3
14712.4,9,774.04,260.62
29051.08,8,922.57,335.6
37051.9,17,202.54,5.53
11393.17,13,800.63,233.13
37898.47,12,720.67,241.02
45188.65,5,359.0,240.41
31640.94,3,287.96,195.95
27941.76,11,793.66,463.22
30816.1,9,125.59,249.94
38816.34,1,196.43,115.77
28386.31,12,737.23,13.25
20134.91,12,665.45,400.01
38774.37,17,315.06,8.45
27945.06,10,38.15,145.93
7807.45,6,970.38,107.7
568.48,17,171.53,387.85
20336.9,10,955.48,185.77
31919.97,3,217.0,379.44
45949.73,4,926.34,389.02
18198.64,2,835.59,148.48
32223.25,2,24.8,103.4
10628.92,11,673.13,54.45
22691.47,2,605.08,424.75
34894.34,9,669.44,456.47
41864.23,1,544.81,279.64
26315.07,16,546.77,40.64
623.57,8,137.56,375.78
15518.57,13,358.97,267.79
29733.54,10,465.44,77.7
3703.3,15,788.41,41.52
26390.9,8,535.66,3.03
48629.04,17,751.79,221.26
43687.57,14,410.02,245.47
23991.96,9,482.87,23.28
22222.86,17,450.36,120.86
12533.37,9,326.26,29.49
37267.26,16,574.02,207.03
44693.5,19,444.53,87.95
49596.87,12,560.21,87.45
19245.02,8,431.42,81.49
14021.21,8,13.01,51.0
19051.49,10,25.33,67.32
5493.73,4,826.8,123.94
4376.77,16,435.98,270.58
23083.5,8,843.74,243.86
38988.1,16,397.86,460.24
26783.86,3,673.08,473.53
44500.51,7,256.53,443.79
48554.72,3,197.85,250.47
23155.59,8,534.57,432.78
46031.04,12,606.05,222.67
23778.14,3,82.01,485.9
43121.7,4,889.17,364.06
38855.44,9,68.1,302.41
49420.71,17,944.92,85.22
39394.36,12,271.62,459.29
11586.38,9,783.64,496.75
10836.2,19,580.37,231.99
15742.3,7,257.62,79.17
19183.1,19,363.93,493.66
4933.74,10,151.16,430.76
24629.31,11,514.29,384.61
20285.16,17,429.39,311.19
3499.62,15,928.12,106.44
33378.05,2,821.32,342.7
48719.64,19,841.38,45.25
22308.66,14,432.93,387.54
1697.06,9,688.02,392.43
36041.01,2,612.32,154.53
8638.02,13,758.13,479.35
41715.11,8,870.4,380.73
27861.17,16,421.91,438.24
32218.6,13,999.68,134.16
23145.97,11,766.91,230.89
235.56,3,620.95,28.66
28446.11,8,620.1,443.45
30078.68,18,303.54,280.26
39319.48,9,653.34,334.24
14076.33,1,213.42,386.31
30664.63,2,83.29,447.63
37820.32,10,980.52,411.87
29926.08,18,450.74,320.2
44868.94,18,977.0,316.56
32893.56,10,341.52,355.8
34400.51,4,186.01,168.02
36574.43,11,434.92,14.16
2234.92,8,42.69,497.81
7752.97,17,357.18,321.99
16383.89,1,284.66,34.48
43911.79,5,188.16,493.68
8815.5,10,847.16,472.3
20571.66,12,619.12,373.96
43280.62,1,104.61,139.99
45209.77,3,737.47,304.27
22563.22,10,864.35,226.24
45655.92,12,159.09,311.45
33015.24,6,101.12,413.98
17011.28,8,220.69,366.62
15320.8,14,544.83,64.11
8283.6,15,498.31,413.65
18928.4,7,411.05,303.63
13479.51,7,739.55,71.6
25304.17,4,416.95,66.03
29841.4,13,874.75,26.44
45726.45,14,618.4,268.81
14394.92,14,428.44,441.27
44584.89,2,233.97,7.36
2290.95,5,466.95,373.11
38229.98,16,384.59,429.25
24068.92,3,591.27,6.41
48533.43,18,654.62,56.36
1837.31,6,562.44,3.45
49854.42,19,436.96,391.83
10582.5,13,158.72,181.25
3771.19,18,597.0,109.65
48799.47,6,210.72,441.63
29584.15,15,309.97,134.35
26497.74,9,446.59,52.07
9727.51,10,209.53,231.26
8618.18,17,487.85,310.23
3680.33,8,593.82,293.68
18114.05,16,857.98,124.93
14668.36,2,791.96,89.74
1940.29,6,834.75,8.92
2678.29,5,715.57,475.74
5089.58,8,867.4,441.36
42031.64,19,534.5,380.6
27919.93,1,143.48,104.65
36407.61,11,491.29,305.29
1568.8,2,694.66,73.12
20355.76,8,551.92,476.22
48167.94,12,559.96,26.92
3115.97,16,639.91,127.9
5305.06,15,858.27,380.53
16845.03,19,959.74,66.62
20288.58,13,902.46,495.09
18141.03,12,187.83,65.19
520.61,4,336.81,425.51
38876.67,14,396.73,238.55
8549.7,14,451.35,416.11
7244.06,14,147.02,390.93
17393.64,2,11.12,373.76
11190.42,17,866.84,363.98
20169.57,1,532.95,232.01
49649.16,4,966.71,185.54
15651.36,7,55.93,270.48
35574.53,1,770.49,166.42
43045.89,5,69.28,253.42
30280.26,12,329.8,40.8
561.63,19,398.24,390.4
1672.58,9,427.81,110.72
30982.97,8,359.78,458.29
8102.89,12,42.93,222.75
25009.16,2,367.04,182.03
39207.29,8,179.54,436.78
43723.74,18,954.11,430.83
48690.4,9,411.17,404.53
10898.96,12,25.24,282.99
16017.67,14,385.61,386.46
9076.95,14,122.26,307.1
43549.56,3,78.05,77.2
8368.58,2,993.52,145.82
28738.92,14,282.38,299.01
35230.73,15,345.51,144.52
44901.93,18,221.81,281.41
26167.15,7,460.23,278.32
31723.69,2,601.87,71.85
21581.59,19,468.77,76.4
2628.14,2,261.26,149.5
39519.3,17,915.36,227.02
37024.18,4,326.1,456.24
22311.43,7,912.67,100.99
5827.25,11,377.75,418.85
22701.74,19,738.61,89.43
1117.8,14,981.34,467.82
13256.77,14,123.18,313.52
33244.42,4,29.13,245.59
19616.6,3,195.28,75.65
26717.24,12,851.65,209.45
15232.08,13,447.75,21.35
19319.53,12,610.75,116.2
705.09,6,130.12,203.59
17023.11,15,362.03,275.39
27537.96,9,293.12,100.9
26817.89,8,571.19,99.37
3628.15,17,584.23,319.87
47851.65,4,180.56,345.19
7725.2,17,334.2,391.84
41086.01,6,739.52,39.72
24961.55,17,573.06,210.42
19999.98,5,730.05,399.63
3256.78,17,317.89,227.21
16029.96,19,962.02,77.75
29495.7,9,418.81,118.84
18999.83,10,659.26,474.53
36983.96,10,96.24,99.86
26983.9,18,371.33,292.28
48500.03,10,118.19,446.05
38046.5,11,578.16,138.6
17099.23,9,770.99,434.06
44730.94,1,564.01,227.26
15656.3,17,433.58,317.83
16394.83,4,492.08,393.74
3636.65,7,874.88,338.79
49059.17,17,401.57,399.01
11241.09,19,883.47,357.05
5251.57,1,635.75,474.06
43455.42,17,988.63,330.45
40789.8,16,437.16,385.18
23484.29,4,484.52,225.65
20587.55,14,344.87,96.34
32566.19,18,462.65,403.39
23929.17,7,687.97,44.56
36025.26,4,96.35,411.75
21043.16,15,218.39,99.29
20653.41,16,351.71,326.76
35589.48,6,786.23,379.67
32470.73,2,413.19,246.03
43328.53,15,289.79,156.98
41466.18,8,356.45,460.91
44704.98,14,197.44,109.59
6619.43,19,380.84,63.85
43038.24,16,983.28,443.9
11638.34,4,501.05,100.1
14169.39,17,872.75,416.88
42247.12,18,663.95,201.43
36587.97,18,437.65,474.88
19813.77,12,303.87,141.15
30086.4,4,721.86,293.65
46356.94,17,872.76,155.8
26263.42,4,54.83,383.85
33669.7,7,81.39,340.46
2949.74,17,65.43,385.93
47752.28,12,329.28,453.39
273.29,12,397.82,143.26
26837.9,12,484.29,149.69
38797.58,7,487.85,356.05
13507.62,17,416.76,40.76
26109.71,5,743.55,170.55
39465.75,1,633.97,68.15
33305.16,19,764.06,370.51
15671.48,15,242.18,284.92
27825.49,2,617.63,492.35
44311.48,8,902.15,210.41
15491.29,12,727.86,218.72
1187.05,17,496.32,141.24
46409.08,16,197.04,218.97
32759.34,18,578.31,93.97
24644.01,6,228.3,335.96
35952.2,17,467.21,483.87
8201.3,9,301.54,100.91
14122.91,10,298.21,123.04
43113.55,16,510.03,406.76
37727.87,10,838.36,332.61
3423.06,12,603.78,13.64
1266.9,9,438.69,232.25
25317.62,12,912.4,400.52
6847.9,5,972.49,361.77
6046.88,15,793.61,31.15
47907.51,10,624.09,437.57
9237.04,1,745.65,436.43
9846.67,10,709.04,244.27
6013.14,19,74.88,368.85
11867.68,5,669.77,199.66
31486.51,12,267.43,23.0
36332.17,10,931.84,14.34
20399.12,16,861.83,178.31
19589.61,19,697.86,106.61
49855.31,11,717.71,6.56
18490.67,9,262.36,64.29
33642.64,7,474.93,165.82
15200.21,16,825.81,196.68
820.55,19,335.81,283.03
34927.56,15,648.75,360.74
25605.72,2,708.39,79.48
34565.06,7,434.52,192.68
10326.45,18,816.97,476.8
48980.38,8,917.28,167.84
45708.56,5,425.0,347.12
21945.08,18,808.12,18.34
22630.18,8,468.18,148.91
29528.21,1,889.31,120.95
7880.36,18,724.92,28.2
37212.36,16,790.06,408.4
720.63,17,506.92,241.93
35174.99,13,955.19,481.63
16087.43,7,977.1,221.89
40998.63,1,609.7,479.05
39266.77,16,659.44,308.53
26439.69,12,612.66,220.15
32764.97,7,288.2,288.32
34136.16,7,640.13,442.0
3232.36,8,948.71,389.94
37793.66,3,808.62,428.73
40473.97,7,847.23,356.72
45593.6,16,962.53,270.27
17567.41,11,712.77,388.36
38329.13,18,424.3,489.32
4773.13,15,283.76,409.29
42361.82,7,150.15,480.57
7011.71,18,787.69,383.25
32871.76,9,860.63,19.68
17053.0,11,204.62,276.46
42358.25,5,526.26,437.88
4809.86,18,403.67,340.12
11961.99,8,801.72,261.7
43425.83,1,879.73,103.82
37229.24,17,269.01,266.35
19950.52,3,939.1,197.92
45797.78,9,122.53,166.47
3428.59,7,939.81,487.5
26108.5,10,750.38,37.08
29347.59,3,72.66,160.96
3119.02,12,617.38,451.9
14407.83,18,825.61,448.86
4583.54,5,536.18,113.74
25402.63,10,429.31,221.71
22707.94,3,887.37,93.39
36621.13,18,700.41,99.21
6162.06,14,471.79,306.81
33103.91,12,695.28,180.41
49915.11,2,722.24,1.73
17598.39,18,57.53,405.69
40312.56,2,477.99,7.83
22156.44,4,596.85,175.81
46318.66,5,486.03,411.49
32024.11,15,414.64,392.98
34177.19,15,102.87,82.29
24397.94,2,391.65,381.47
9677.44,9,778.9,129.83
36993.71,18,600.55,149.56
13643.66,10,213.23,287.73
2011.09,9,305.67,228.9
4771.99,14,717.25,228.03
23568.69,11,521.82,474.91
48481.29,10,748.67,205.46
24305.49,5,757.07,373.48
30508.68,2,668.53,0.92
32729.05,7,760.91,178.74
8070.44,2,488.19,13.65
12779.82,8,277.18,52.34
19778.77,5,656.11,4.26
29406.6,7,542.96,353.62
16204.21,16,797.21,492.25
16569.31,5,597.96,482.95
30593.67,14,386.31,23.82
39277.83,9,233.96,236.39
2291.78,18,341.51,385.07
1359.53,9,25.24,110.77
7322.99,10,702.42,266.02
1465.23,10,539.26,294.93
49348.82,1,820.09,81.75
39787.53,11,450.95,241.89
43044.09,11,610.71,258.03
30868.88,11,920.08,136.67
39281.27,4,310.95,247.67
25007.85,6,450.24,456.73
30594.71,16,829.08,248.64
156.42,9,776.87,92.79
13605.93,11,996.95,408.31
15976.07,7,996.67,122.8
3011.51,9,634.34,124.92
9790.44,6,582.77,402.98
30643.4,3,266.54,96.28
5926.88,5,671.46,225.78
32245.47,4,446.38,410.7
471.52,18,507.17,417.73
19774.41,8,899.86,27.99
22937.24,19,798.64,447.57
14491.26,4,118.88,496.35
49316.72,4,271.09,387.05
46291.63,9,81.47,340.38
32544.33,16,47.97,439.26
26750.43,1,883.1,258.77
1893.68,13,828.79,107.11
27730.42,2,777.26,203.88
12198.71,19,346.77,492.22
38143.67,14,909.06,421.03
20430.44,4,462.29,434.84
2555.9,12,336.17,433.33
33437.0,15,81.72,36.65
3137.46,11,882.46,253.57
39022.26,7,537.99,220.36
16214.96,11,135.82,131.18
1915.0,8,22.8,453.06
21076.67,11,513.84,222.21
42201.6,8,398.16,311.3
25122.24,15,737.0,128.69
31779.07,10,237.59,432.22
29053.04,13,416.85,337.33
34256.27,8,520.24,486.58
37060.45,9,199.3,461.9
42294.62,16,204.66,26.13
49265.17,3,819.84,215.83
34973.42,17,888.66,89.41
25466.2,4,22.6,208.14
23486.47,18,939.95,38.33
18792.71,11,991.6,36.65
21297.4,18,21.08,267.65
48157.08,15,645.86,378.29
26912.9,3,270.74,107.29
19570.65,6,14.44,404.85
33646.73,5,694.73,27.03
14639.32,19,541.49,84.3
30568.51,12,844.03,362.88
19908.47,9,265.78,313.04
22001.99,7,816.57,129.29
33102.69,17,304.61,201.81
37260.06,4,541.15,92.52
44114.98,15,684.36,317.57
38036.66,7,788.18,285.63
47072.81,16,656.96,78.4
19559.82,3,659.09,52.46
43821.98,6,245.28,163.98
14991.77,16,809.45,287.89
48660.85,14,908.92,440.8
28354.44,4,426.65,469.93
22590.3,12,239.97,326.41
31732.03,12,970.11,34.87
45578.48,16,444.07,270.5
31596.87,18,51.16,91.27
4117.03,15,532.32,194.13
23338.59,4,154.91,262.63
3704.13,15,208.57,344.85
38528.1,12,252.88,467.11
49889.11,11,271.26,436.36
24871.7,15,365.31,408.14
37351.36,16,780.43,329.45
39476.96,3,750.18,319.96
16436.18,1,812.38,462.07
38444.27,14,561.87,372.76
24892.52,4,974.02,23.45
13849.81,3,548.52,385.19
24497.57,1,685.7,218.0
36041.04,4,56.89,78.28
21084.61,13,114.87,342.16
33695.2,3,911.52,108.5
34186.12,14,342.31,454.71
33250.19,6,259.15,197.07
8015.01,6,792.41,145.27
15529.91,1,172.74,242.08
48966.46,10,250.55,174.75
44313.91,7,36.67,38.89
31275.15,1,217.2,437.34
13591.65,1,539.05,457.32
7905.26,17,316.24,181.28
46319.44,12,908.11,151.56
19663.38,13,147.48,171.3
36461.08,8,413.37,267.27
22784.03,15,120.01,487.78
7611.78,11,908.16,338.86
34992.53,4,992.13,7.38
46054.68,17,443.11,35.4
41656.2,17,518.2,124.56
36221.1,11,102.53,163.05
4566.07,2,373.34,19.68
30670.92,10,716.74,171.02
5171.58,12,740.66,476.34
29259.17,10,599.55,422.2
3990.31,7,141.3,115.43
42109.85,16,453.7,262.6
15329.0,5,919.2,239.02
29538.48,17,294.58,188.53
19270.3,4,489.37,393.61
27696.72,10,610.53,421.58
36080.31,10,245.49,164.72
7272.26,15,69.95,411.74
581.12,3,150.4,69.69
10532.25,13,727.47,460.98
17802.4,13,601.7,290.45
16427.54,7,158.76,336.5
16569.1,7,948.34,108.77
5214.14,15,308.06,291.66
38234.08,3,505.64,494.28
36685.76,3,784.63,207.91
9088.11,19,790.86,363.41
6077.51,13,872.48,476.62
24291.06,12,443.0,176.29
28155.41,1,80.81,275.45
20462.57,14,947.64,241.5
45384.59,12,304.77,173.92
43877.38,6,935.51,46.75
121.97,3,745.81,373.4
41004.47,10,462.93,132.88
18914.91,6,660.03,164.63
43351.33,8,373.5,229.07
25610.36,10,314.88,464.59
34384.34,12,198.59,365.27
32100.83,14,226.46,191.7
38396.0,3,599.13,387.8
15265.71,4,225.58,31.99
18246.39,4,424.3,415.07
12543.79,5,280.42,124.12
19726.06,3,895.55,289.73
17399.57,17,262.76,156.33
24590.05,14,857.48,489.68
4085.89,19,545.28,239.02
15095.1,8,659.97,159.35
